COD_MUNICIPIO_6;COD_IBGE_7;NOME_MUNICIPIO;UF;STATUS_RESOLUCAO
313070;3130705;Indianópolis;MG;OK_API_IBGE
313080;3130804;Ingaí;MG;OK_API_IBGE
313090;3130903;Inhapim;MG;OK_API_IBGE
313100;3131000;Inhaúma;MG;OK_API_IBGE
313110;3131109;Inimutaba;MG;OK_API_IBGE
313115;3131158;Ipaba;MG;OK_API_IBGE
313120;3131208;Ipanema;MG;OK_API_IBGE
313130;3131307;Ipatinga;MG;OK_API_IBGE
313150;3131505;Ipuiúna;MG;OK_API_IBGE
313160;3131604;Iraí de Minas;MG;OK_API_IBGE
313170;3131703;Itabira;MG;OK_API_IBGE
313180;3131802;Itabirinha;MG;OK_API_IBGE
313190;3131901;Itabirito;MG;OK_API_IBGE
313210;3132107;Itacarambi;MG;OK_API_IBGE
313230;3132305;Itaipé;MG;OK_API_IBGE
313240;3132404;Itajubá;MG;OK_API_IBGE
313250;3132503;Itamarandiba;MG;OK_API_IBGE
313260;3132602;Itamarati de Minas;MG;OK_API_IBGE
313270;3132701;Itambacuri;MG;OK_API_IBGE
313290;3132909;Itamogi;MG;OK_API_IBGE
313300;3133006;Itamonte;MG;OK_API_IBGE
313310;3133105;Itanhandu;MG;OK_API_IBGE
313320;3133204;Itanhomi;MG;OK_API_IBGE
313330;3133303;Itaobim;MG;OK_API_IBGE
313340;3133402;Itapagipe;MG;OK_API_IBGE
313350;3133501;Itapecerica;MG;OK_API_IBGE
313360;3133600;Itapeva;MG;OK_API_IBGE
313370;3133709;Itatiaiuçu;MG;OK_API_IBGE
313375;3133758;Itaú de Minas;MG;OK_API_IBGE
313380;3133808;Itaúna;MG;OK_API_IBGE
313390;3133907;Itaverava;MG;OK_API_IBGE
313400;3134004;Itinga;MG;OK_API_IBGE
313410;3134103;Itueta;MG;OK_API_IBGE
313420;3134202;Ituiutaba;MG;OK_API_IBGE
313430;3134301;Itumirim;MG;OK_API_IBGE
313440;3134400;Iturama;MG;OK_API_IBGE
313450;3134509;Itutinga;MG;OK_API_IBGE
313460;3134608;Jaboticatubas;MG;OK_API_IBGE
313470;3134707;Jacinto;MG;OK_API_IBGE
313480;3134806;Jacuí;MG;OK_API_IBGE
313490;3134905;Jacutinga;MG;OK_API_IBGE
313500;3135001;Jaguaraçu;MG;OK_API_IBGE
313505;3135050;Jaíba;MG;OK_API_IBGE
313507;3135076;Jampruca;MG;OK_API_IBGE
313510;3135100;Janaúba;MG;OK_API_IBGE
313520;3135209;Januária;MG;OK_API_IBGE
313530;3135308;Japaraíba;MG;OK_API_IBGE
313535;3135357;Japonvar;MG;OK_API_IBGE
313540;3135407;Jeceaba;MG;OK_API_IBGE
313545;3135456;Jenipapo de Minas;MG;OK_API_IBGE
313550;3135506;Jequeri;MG;OK_API_IBGE
313560;3135605;Jequitaí;MG;OK_API_IBGE
313580;3135803;Jequitinhonha;MG;OK_API_IBGE
313590;3135902;Jesuânia;MG;OK_API_IBGE
313600;3136009;Joaíma;MG;OK_API_IBGE
313610;3136108;Joanésia;MG;OK_API_IBGE
313620;3136207;João Monlevade;MG;OK_API_IBGE
313630;3136306;João Pinheiro;MG;OK_API_IBGE
313640;3136405;Joaquim Felício;MG;OK_API_IBGE
313650;3136504;Jordânia;MG;OK_API_IBGE
313652;3136520;José Gonçalves de Minas;MG;OK_API_IBGE
313655;3136553;José Raydan;MG;OK_API_IBGE
313660;3136603;Nova União;MG;OK_API_IBGE
313665;3136652;Juatuba;MG;OK_API_IBGE
313670;3136702;Juiz de Fora;MG;OK_API_IBGE
313680;3136801;Juramento;MG;OK_API_IBGE
313690;3136900;Juruaia;MG;OK_API_IBGE
313695;3136959;Juvenília;MG;OK_API_IBGE
313720;3137205;Lagoa da Prata;MG;OK_API_IBGE
313730;3137304;Lagoa dos Patos;MG;OK_API_IBGE
313740;3137403;Lagoa Dourada;MG;OK_API_IBGE
313750;3137502;Lagoa Formosa;MG;OK_API_IBGE
313760;3137601;Lagoa Santa;MG;OK_API_IBGE
313770;3137700;Lajinha;MG;OK_API_IBGE
313780;3137809;Lambari;MG;OK_API_IBGE
313800;3138005;Laranjal;MG;OK_API_IBGE
313810;3138104;Lassance;MG;OK_API_IBGE
313820;3138203;Lavras;MG;OK_API_IBGE
313830;3138302;Leandro Ferreira;MG;OK_API_IBGE
313835;3138351;Leme do Prado;MG;OK_API_IBGE
313840;3138401;Leopoldina;MG;OK_API_IBGE
313850;3138500;Liberdade;MG;OK_API_IBGE
313860;3138609;Lima Duarte;MG;OK_API_IBGE
313865;3138658;Lontra;MG;OK_API_IBGE
313867;3138674;Luisburgo;MG;OK_API_IBGE
313868;3138682;Luislândia;MG;OK_API_IBGE
313870;3138708;Luminárias;MG;OK_API_IBGE
313880;3138807;Luz;MG;OK_API_IBGE
313890;3138906;Machacalis;MG;OK_API_IBGE
313900;3139003;Machado;MG;OK_API_IBGE
313910;3139102;Madre de Deus de Minas;MG;OK_API_IBGE
313920;3139201;Malacacheta;MG;OK_API_IBGE
313925;3139250;Mamonas;MG;OK_API_IBGE
313930;3139300;Manga;MG;OK_API_IBGE
313940;3139409;Manhuaçu;MG;OK_API_IBGE
313950;3139508;Manhumirim;MG;OK_API_IBGE
313960;3139607;Mantena;MG;OK_API_IBGE
313970;3139706;Maravilhas;MG;OK_API_IBGE
313980;3139805;Mar de Espanha;MG;OK_API_IBGE
313990;3139904;Maria da Fé;MG;OK_API_IBGE
314000;3140001;Mariana;MG;OK_API_IBGE
314010;3140100;Marilac;MG;OK_API_IBGE
314015;3140159;Mário Campos;MG;OK_API_IBGE
314020;3140209;Maripá de Minas;MG;OK_API_IBGE
314030;3140308;Marliéria;MG;OK_API_IBGE
314040;3140407;Marmelópolis;MG;OK_API_IBGE
314050;3140506;Martinho Campos;MG;OK_API_IBGE
314053;3140530;Martins Soares;MG;OK_API_IBGE
314055;3140555;Mata Verde;MG;OK_API_IBGE
314060;3140605;Materlândia;MG;OK_API_IBGE
314070;3140704;Mateus Leme;MG;OK_API_IBGE
314080;3140803;Matias Barbosa;MG;OK_API_IBGE
314085;3140852;Matias Cardoso;MG;OK_API_IBGE
314090;3140902;Matipó;MG;OK_API_IBGE
314110;3141108;Matozinhos;MG;OK_API_IBGE
314140;3141405;Medina;MG;OK_API_IBGE
314150;3141504;Mendes Pimentel;MG;OK_API_IBGE
314160;3141603;Mercês;MG;OK_API_IBGE
314180;3141801;Minas Novas;MG;OK_API_IBGE
314200;3142007;Mirabela;MG;OK_API_IBGE
314210;3142106;Miradouro;MG;OK_API_IBGE
314220;3142205;Miraí;MG;OK_API_IBGE
314225;3142254;Miravânia;MG;OK_API_IBGE
314230;3142304;Moeda;MG;OK_API_IBGE
314240;3142403;Moema;MG;OK_API_IBGE
314250;3142502;Monjolos;MG;OK_API_IBGE
314260;3142601;Monsenhor Paulo;MG;OK_API_IBGE
314270;3142700;Montalvânia;MG;OK_API_IBGE
314280;3142809;Monte Alegre de Minas;MG;OK_API_IBGE
314290;3142908;Monte Azul;MG;OK_API_IBGE
314300;3143005;Monte Belo;MG;OK_API_IBGE
314310;3143104;Monte Carmelo;MG;OK_API_IBGE
314320;3143203;Monte Santo de Minas;MG;OK_API_IBGE
314330;3143302;Montes Claros;MG;OK_API_IBGE
314340;3143401;Monte Sião;MG;OK_API_IBGE
314350;3143500;Morada Nova de Minas;MG;OK_API_IBGE
314360;3143609;Morro da Garça;MG;OK_API_IBGE
314370;3143708;Morro do Pilar;MG;OK_API_IBGE
314380;3143807;Munhoz;MG;OK_API_IBGE
314390;3143906;Muriaé;MG;OK_API_IBGE
314400;3144003;Mutum;MG;OK_API_IBGE
314410;3144102;Muzambinho;MG;OK_API_IBGE
314430;3144300;Nanuque;MG;OK_API_IBGE
314435;3144359;Naque;MG;OK_API_IBGE
314437;3144375;Natalândia;MG;OK_API_IBGE
314460;3144607;Nepomuceno;MG;OK_API_IBGE
314465;3144656;Ninheira;MG;OK_API_IBGE
314467;3144672;Nova Belém;MG;OK_API_IBGE
314470;3144706;Nova Era;MG;OK_API_IBGE
314480;3144805;Nova Lima;MG;OK_API_IBGE
314500;3145000;Nova Ponte;MG;OK_API_IBGE
314505;3145059;Nova Porteirinha;MG;OK_API_IBGE
314510;3145109;Nova Resende;MG;OK_API_IBGE
314520;3145208;Nova Serrana;MG;OK_API_IBGE
314530;3145307;Novo Cruzeiro;MG;OK_API_IBGE
314535;3145356;Novo Oriente de Minas;MG;OK_API_IBGE
314545;3145455;Olhos-d'Água;MG;OK_API_IBGE
314550;3145505;Olímpio Noronha;MG;OK_API_IBGE
314560;3145604;Oliveira;MG;OK_API_IBGE
314585;3145851;Oratórios;MG;OK_API_IBGE
314587;3145877;Orizânia;MG;OK_API_IBGE
314590;3145901;Ouro Branco;MG;OK_API_IBGE
314600;3146008;Ouro Fino;MG;OK_API_IBGE
314610;3146107;Ouro Preto;MG;OK_API_IBGE
314630;3146305;Padre Paraíso;MG;OK_API_IBGE
314640;3146404;Paineiras;MG;OK_API_IBGE
314650;3146503;Pains;MG;OK_API_IBGE
314655;3146552;Pai Pedro;MG;OK_API_IBGE
314670;3146701;Palma;MG;OK_API_IBGE
314690;3146909;Papagaios;MG;OK_API_IBGE
314700;3147006;Paracatu;MG;OK_API_IBGE
314710;3147105;Pará de Minas;MG;OK_API_IBGE
314720;3147204;Paraguaçu;MG;OK_API_IBGE
314730;3147303;Paraisópolis;MG;OK_API_IBGE
314740;3147402;Paraopeba;MG;OK_API_IBGE
314760;3147600;Passa Quatro;MG;OK_API_IBGE
314770;3147709;Passa Tempo;MG;OK_API_IBGE
314790;3147907;Passos;MG;OK_API_IBGE
314795;3147956;Patis;MG;OK_API_IBGE
314800;3148004;Patos de Minas;MG;OK_API_IBGE
314810;3148103;Patrocínio;MG;OK_API_IBGE
314820;3148202;Patrocínio do Muriaé;MG;OK_API_IBGE
314830;3148301;Paula Cândido;MG;OK_API_IBGE
314840;3148400;Paulistas;MG;OK_API_IBGE
314850;3148509;Pavão;MG;OK_API_IBGE
314860;3148608;Peçanha;MG;OK_API_IBGE
314870;3148707;Pedra Azul;MG;OK_API_IBGE
314910;3149101;Pedralva;MG;OK_API_IBGE
314915;3149150;Pedras de Maria da Cruz;MG;OK_API_IBGE
314920;3149200;Pedrinópolis;MG;OK_API_IBGE
314930;3149309;Pedro Leopoldo;MG;OK_API_IBGE
314960;3149606;Pequi;MG;OK_API_IBGE
314970;3149705;Perdigão;MG;OK_API_IBGE
314980;3149804;Perdizes;MG;OK_API_IBGE
314990;3149903;Perdões;MG;OK_API_IBGE
314995;3149952;Periquito;MG;OK_API_IBGE
315015;3150158;Piedade de Caratinga;MG;OK_API_IBGE
315020;3150208;Piedade de Ponte Nova;MG;OK_API_IBGE
315040;3150406;Piedade dos Gerais;MG;OK_API_IBGE
315050;3150505;Pimenta;MG;OK_API_IBGE
315053;3150539;Pingo-d'Água;MG;OK_API_IBGE
315070;3150703;Pirajuba;MG;OK_API_IBGE
315080;3150802;Piranga;MG;OK_API_IBGE
315090;3150901;Piranguçu;MG;OK_API_IBGE
315100;3151008;Piranguinho;MG;OK_API_IBGE
315110;3151107;Pirapetinga;MG;OK_API_IBGE
315120;3151206;Pirapora;MG;OK_API_IBGE
315130;3151305;Piraúba;MG;OK_API_IBGE
315140;3151404;Pitangui;MG;OK_API_IBGE
315150;3151503;Piumhi;MG;OK_API_IBGE
315160;3151602;Planura;MG;OK_API_IBGE
315170;3151701;Poço Fundo;MG;OK_API_IBGE
315180;3151800;Poços de Caldas;MG;OK_API_IBGE
315190;3151909;Pocrane;MG;OK_API_IBGE
315200;3152006;Pompéu;MG;OK_API_IBGE
315210;3152105;Ponte Nova;MG;OK_API_IBGE
315213;3152131;Ponto Chique;MG;OK_API_IBGE
315217;3152170;Ponto dos Volantes;MG;OK_API_IBGE
315220;3152204;Porteirinha;MG;OK_API_IBGE
315230;3152303;Porto Firme;MG;OK_API_IBGE
315240;3152402;Poté;MG;OK_API_IBGE
315250;3152501;Pouso Alegre;MG;OK_API_IBGE
315260;3152600;Pouso Alto;MG;OK_API_IBGE
315270;3152709;Prados;MG;OK_API_IBGE
315280;3152808;Prata;MG;OK_API_IBGE
315320;3153202;Presidente Juscelino;MG;OK_API_IBGE
315330;3153301;Presidente Kubitschek;MG;OK_API_IBGE
315340;3153400;Presidente Olegário;MG;OK_API_IBGE
315360;3153608;Prudente de Morais;MG;OK_API_IBGE
315370;3153707;Quartel Geral;MG;OK_API_IBGE
315390;3153905;Raposos;MG;OK_API_IBGE
315400;3154002;Raul Soares;MG;OK_API_IBGE
315410;3154101;Recreio;MG;OK_API_IBGE
315415;3154150;Reduto;MG;OK_API_IBGE
315430;3154309;Resplendor;MG;OK_API_IBGE
315445;3154457;Riachinho;MG;OK_API_IBGE
315450;3154507;Riacho dos Machados;MG;OK_API_IBGE
315460;3154606;Ribeirão das Neves;MG;OK_API_IBGE
315480;3154804;Rio Acima;MG;OK_API_IBGE
315490;3154903;Rio Casca;MG;OK_API_IBGE
315500;3155009;Rio Doce;MG;OK_API_IBGE
315510;3155108;Rio do Prado;MG;OK_API_IBGE
315540;3155405;Rio Novo;MG;OK_API_IBGE
315560;3155603;Rio Pardo de Minas;MG;OK_API_IBGE
315570;3155702;Rio Piracicaba;MG;OK_API_IBGE
315580;3155801;Rio Pomba;MG;OK_API_IBGE
315590;3155900;Rio Preto;MG;OK_API_IBGE
315600;3156007;Rio Vermelho;MG;OK_API_IBGE
315630;3156304;Rodeiro;MG;OK_API_IBGE
315650;3156502;Rubelita;MG;OK_API_IBGE
315660;3156601;Rubim;MG;OK_API_IBGE
315670;3156700;Sabará;MG;OK_API_IBGE
315680;3156809;Sabinópolis;MG;OK_API_IBGE
315690;3156908;Sacramento;MG;OK_API_IBGE
315700;3157005;Salinas;MG;OK_API_IBGE
315720;3157203;Santa Bárbara;MG;OK_API_IBGE
315725;3157252;Santa Bárbara do Leste;MG;OK_API_IBGE
315733;3157336;Santa Cruz de Minas;MG;OK_API_IBGE
315737;3157377;Santa Cruz de Salinas;MG;OK_API_IBGE
315740;3157401;Santa Cruz do Escalvado;MG;OK_API_IBGE
315750;3157500;Santa Efigênia de Minas;MG;OK_API_IBGE
315765;3157658;Santa Helena de Minas;MG;OK_API_IBGE
315770;3157708;Santa Juliana;MG;OK_API_IBGE
315780;3157807;Santa Luzia;MG;OK_API_IBGE
315790;3157906;Santa Margarida;MG;OK_API_IBGE
315800;3158003;Santa Maria de Itabira;MG;OK_API_IBGE
315810;3158102;Santa Maria do Salto;MG;OK_API_IBGE
315820;3158201;Santa Maria do Suaçuí;MG;OK_API_IBGE
315830;3158300;Santana da Vargem;MG;OK_API_IBGE
315840;3158409;Santana de Cataguases;MG;OK_API_IBGE
315850;3158508;Santana de Pirapama;MG;OK_API_IBGE
315860;3158607;Santana do Deserto;MG;OK_API_IBGE
315880;3158805;Santana do Jacaré;MG;OK_API_IBGE
315890;3158904;Santana do Manhuaçu;MG;OK_API_IBGE
315895;3158953;Santana do Paraíso;MG;OK_API_IBGE
315900;3159001;Santana do Riacho;MG;OK_API_IBGE
315910;3159100;Santana dos Montes;MG;OK_API_IBGE
315930;3159308;Santa Rita de Jacutinga;MG;OK_API_IBGE
315935;3159357;Santa Rita de Minas;MG;OK_API_IBGE
315950;3159506;Santa Rita do Itueto;MG;OK_API_IBGE
315960;3159605;Santa Rita do Sapucaí;MG;OK_API_IBGE
315970;3159704;Santa Rosa da Serra;MG;OK_API_IBGE
315980;3159803;Santa Vitória;MG;OK_API_IBGE
315990;3159902;Santo Antônio do Amparo;MG;OK_API_IBGE
316000;3160009;Santo Antônio do Aventureiro;MG;OK_API_IBGE
316030;3160306;Santo Antônio do Jacinto;MG;OK_API_IBGE
316040;3160405;Santo Antônio do Monte;MG;OK_API_IBGE
316060;3160603;Santo Hipólito;MG;OK_API_IBGE
316070;3160702;Santos Dumont;MG;OK_API_IBGE
316080;3160801;São Bento Abade;MG;OK_API_IBGE
316090;3160900;São Brás do Suaçuí;MG;OK_API_IBGE
316095;3160959;São Domingos das Dores;MG;OK_API_IBGE
316100;3161007;São Domingos do Prata;MG;OK_API_IBGE
316105;3161056;São Félix de Minas;MG;OK_API_IBGE
316110;3161106;São Francisco;MG;OK_API_IBGE
316120;3161205;São Francisco de Paula;MG;OK_API_IBGE
316140;3161403;São Francisco do Glória;MG;OK_API_IBGE
316150;3161502;São Geraldo;MG;OK_API_IBGE
316160;3161601;São Geraldo da Piedade;MG;OK_API_IBGE
316165;3161650;São Geraldo do Baixio;MG;OK_API_IBGE
316170;3161700;São Gonçalo do Abaeté;MG;OK_API_IBGE
316180;3161809;São Gonçalo do Pará;MG;OK_API_IBGE
316190;3161908;São Gonçalo do Rio Abaixo;MG;OK_API_IBGE
316200;3162005;São Gonçalo do Sapucaí;MG;OK_API_IBGE
316210;3162104;São Gotardo;MG;OK_API_IBGE
316220;3162203;São João Batista do Glória;MG;OK_API_IBGE
316225;3162252;São João da Lagoa;MG;OK_API_IBGE
316230;3162302;São João da Mata;MG;OK_API_IBGE
316240;3162401;São João da Ponte;MG;OK_API_IBGE
316245;3162450;São João das Missões;MG;OK_API_IBGE
316250;3162500;São João del Rei;MG;OK_API_IBGE
316255;3162559;São João do Manhuaçu;MG;OK_API_IBGE
316257;3162575;São João do Manteninha;MG;OK_API_IBGE
316260;3162609;São João do Oriente;MG;OK_API_IBGE
316265;3162658;São João do Pacuí;MG;OK_API_IBGE
316270;3162708;São João do Paraíso;MG;OK_API_IBGE
316280;3162807;São João Evangelista;MG;OK_API_IBGE
316290;3162906;São João Nepomuceno;MG;OK_API_IBGE
316292;3162922;São Joaquim de Bicas;MG;OK_API_IBGE
316294;3162948;São José da Barra;MG;OK_API_IBGE
316295;3162955;São José da Lapa;MG;OK_API_IBGE
316300;3163003;São José da Safira;MG;OK_API_IBGE
316330;3163300;São José do Divino;MG;OK_API_IBGE
316350;3163508;São José do Jacuri;MG;OK_API_IBGE
316360;3163607;São José do Mantimento;MG;OK_API_IBGE
316370;3163706;São Lourenço;MG;OK_API_IBGE
316400;3164001;São Pedro dos Ferros;MG;OK_API_IBGE
316410;3164100;São Pedro do Suaçuí;MG;OK_API_IBGE
316420;3164209;São Romão;MG;OK_API_IBGE
316430;3164308;São Roque de Minas;MG;OK_API_IBGE
316440;3164407;São Sebastião da Bela Vista;MG;OK_API_IBGE
316447;3164472;São Sebastião do Anta;MG;OK_API_IBGE
316450;3164506;São Sebastião do Maranhão;MG;OK_API_IBGE
316460;3164605;São Sebastião do Oeste;MG;OK_API_IBGE
316470;3164704;São Sebastião do Paraíso;MG;OK_API_IBGE
316500;3165008;São Tiago;MG;OK_API_IBGE
316510;3165107;São Tomás de Aquino;MG;OK_API_IBGE
316520;3165206;São Tomé das Letras;MG;OK_API_IBGE
316530;3165305;São Vicente de Minas;MG;OK_API_IBGE
316540;3165404;Sapucaí-Mirim;MG;OK_API_IBGE
316550;3165503;Sardoá;MG;OK_API_IBGE
316553;3165537;Sarzedo;MG;OK_API_IBGE
316555;3165552;Setubinha;MG;OK_API_IBGE
316557;3165578;Senador Amaral;MG;OK_API_IBGE
316560;3165602;Senador Cortes;MG;OK_API_IBGE
316570;3165701;Senador Firmino;MG;OK_API_IBGE
316580;3165800;Senador José Bento;MG;OK_API_IBGE
316620;3166204;Senhora dos Remédios;MG;OK_API_IBGE
316640;3166402;Seritinga;MG;OK_API_IBGE
316650;3166501;Serra Azul de Minas;MG;OK_API_IBGE
316670;3166709;Serra dos Aimorés;MG;OK_API_IBGE
316680;3166808;Serra do Salitre;MG;OK_API_IBGE
316690;3166907;Serrania;MG;OK_API_IBGE
316710;3167103;Serro;MG;OK_API_IBGE
316720;3167202;Sete Lagoas;MG;OK_API_IBGE
316740;3167400;Silvianópolis;MG;OK_API_IBGE
316750;3167509;Simão Pereira;MG;OK_API_IBGE
316760;3167608;Simonésia;MG;OK_API_IBGE
316770;3167707;Sobrália;MG;OK_API_IBGE
316780;3167806;Soledade de Minas;MG;OK_API_IBGE
316800;3168002;Taiobeiras;MG;OK_API_IBGE
316805;3168051;Taparuba;MG;OK_API_IBGE
316830;3168309;Taquaraçu de Minas;MG;OK_API_IBGE
316840;3168408;Tarumirim;MG;OK_API_IBGE
316850;3168507;Teixeiras;MG;OK_API_IBGE
316860;3168606;Teófilo Otoni;MG;OK_API_IBGE
316870;3168705;Timóteo;MG;OK_API_IBGE
316880;3168804;Tiradentes;MG;OK_API_IBGE
316900;3169000;Tocantins;MG;OK_API_IBGE
316910;3169109;Toledo;MG;OK_API_IBGE
316920;3169208;Tombos;MG;OK_API_IBGE
316930;3169307;Três Corações;MG;OK_API_IBGE
316935;3169356;Três Marias;MG;OK_API_IBGE
316940;3169406;Três Pontas;MG;OK_API_IBGE
316950;3169505;Tumiritinga;MG;OK_API_IBGE
316960;3169604;Tupaciguara;MG;OK_API_IBGE
316970;3169703;Turmalina;MG;OK_API_IBGE
316990;3169901;Ubá;MG;OK_API_IBGE
317000;3170008;Ubaí;MG;OK_API_IBGE
317005;3170057;Ubaporanga;MG;OK_API_IBGE
317010;3170107;Uberaba;MG;OK_API_IBGE
317020;3170206;Uberlândia;MG;OK_API_IBGE
317040;3170404;Unaí;MG;OK_API_IBGE
317043;3170438;União de Minas;MG;OK_API_IBGE
317047;3170479;Uruana de Minas;MG;OK_API_IBGE
317050;3170503;Urucânia;MG;OK_API_IBGE
317052;3170529;Urucuia;MG;OK_API_IBGE
317057;3170578;Vargem Alegre;MG;OK_API_IBGE
317070;3170701;Varginha;MG;OK_API_IBGE
317075;3170750;Varjão de Minas;MG;OK_API_IBGE
317080;3170800;Várzea da Palma;MG;OK_API_IBGE
317090;3170909;Varzelândia;MG;OK_API_IBGE
317100;3171006;Vazante;MG;OK_API_IBGE
317103;3171030;Verdelândia;MG;OK_API_IBGE
317115;3171154;Vermelho Novo;MG;OK_API_IBGE
317120;3171204;Vespasiano;MG;OK_API_IBGE
317130;3171303;Viçosa;MG;OK_API_IBGE
317150;3171501;Mathias Lobato;MG;OK_API_IBGE
317160;3171600;Virgem da Lapa;MG;OK_API_IBGE
317170;3171709;Virgínia;MG;OK_API_IBGE
317200;3172004;Visconde do Rio Branco;MG;OK_API_IBGE
317210;3172103;Volta Grande;MG;OK_API_IBGE
320010;3200102;Afonso Cláudio;ES;OK_API_IBGE
320013;3200136;Águia Branca;ES;OK_API_IBGE
320016;3200169;Água Doce do Norte;ES;OK_API_IBGE
320020;3200201;Alegre;ES;OK_API_IBGE
320030;3200300;Alfredo Chaves;ES;OK_API_IBGE
320035;3200359;Alto Rio Novo;ES;OK_API_IBGE
320040;3200409;Anchieta;ES;OK_API_IBGE
320050;3200508;Apiacá;ES;OK_API_IBGE
320060;3200607;Aracruz;ES;OK_API_IBGE
320070;3200706;Atílio Vivácqua;ES;OK_API_IBGE
320080;3200805;Baixo Guandu;ES;OK_API_IBGE
320090;3200904;Barra de São Francisco;ES;OK_API_IBGE
320100;3201001;Boa Esperança;ES;OK_API_IBGE
320110;3201100;Bom Jesus do Norte;ES;OK_API_IBGE
320115;3201159;Brejetuba;ES;OK_API_IBGE
320120;3201209;Cachoeiro de Itapemirim;ES;OK_API_IBGE
320130;3201308;Cariacica;ES;OK_API_IBGE
320140;3201407;Castelo;ES;OK_API_IBGE
320150;3201506;Colatina;ES;OK_API_IBGE
320160;3201605;Conceição da Barra;ES;OK_API_IBGE
320170;3201704;Conceição do Castelo;ES;OK_API_IBGE
320180;3201803;Divino de São Lourenço;ES;OK_API_IBGE
320190;3201902;Domingos Martins;ES;OK_API_IBGE
320200;3202009;Dores do Rio Preto;ES;OK_API_IBGE
320210;3202108;Ecoporanga;ES;OK_API_IBGE
320220;3202207;Fundão;ES;OK_API_IBGE
320225;3202256;Governador Lindenberg;ES;OK_API_IBGE
320230;3202306;Guaçuí;ES;OK_API_IBGE
320240;3202405;Guarapari;ES;OK_API_IBGE
320245;3202454;Ibatiba;ES;OK_API_IBGE
320250;3202504;Ibiraçu;ES;OK_API_IBGE
320255;3202553;Ibitirama;ES;OK_API_IBGE
320260;3202603;Iconha;ES;OK_API_IBGE
320265;3202652;Irupi;ES;OK_API_IBGE
320270;3202702;Itaguaçu;ES;OK_API_IBGE
320280;3202801;Itapemirim;ES;OK_API_IBGE
320290;3202900;Itarana;ES;OK_API_IBGE
320300;3203007;Iúna;ES;OK_API_IBGE
320305;3203056;Jaguaré;ES;OK_API_IBGE
320310;3203106;Jerônimo Monteiro;ES;OK_API_IBGE
320313;3203130;João Neiva;ES;OK_API_IBGE
320316;3203163;Laranja da Terra;ES;OK_API_IBGE
320320;3203205;Linhares;ES;OK_API_IBGE
320330;3203304;Mantenópolis;ES;OK_API_IBGE
320332;3203320;Marataízes;ES;OK_API_IBGE
320334;3203346;Marechal Floriano;ES;OK_API_IBGE
320335;3203353;Marilândia;ES;OK_API_IBGE
320340;3203403;Mimoso do Sul;ES;OK_API_IBGE
320350;3203502;Montanha;ES;OK_API_IBGE
320360;3203601;Mucurici;ES;OK_API_IBGE
320370;3203700;Muniz Freire;ES;OK_API_IBGE
320380;3203809;Muqui;ES;OK_API_IBGE
320390;3203908;Nova Venécia;ES;OK_API_IBGE
320400;3204005;Pancas;ES;OK_API_IBGE
320405;3204054;Pedro Canário;ES;OK_API_IBGE
320410;3204104;Pinheiros;ES;OK_API_IBGE
320420;3204203;Piúma;ES;OK_API_IBGE
320430;3204302;Presidente Kennedy;ES;OK_API_IBGE
320435;3204351;Rio Bananal;ES;OK_API_IBGE
320440;3204401;Rio Novo do Sul;ES;OK_API_IBGE
320450;3204500;Santa Leopoldina;ES;OK_API_IBGE
320455;3204559;Santa Maria de Jetibá;ES;OK_API_IBGE
320460;3204609;Santa Teresa;ES;OK_API_IBGE
320465;3204658;São Domingos do Norte;ES;OK_API_IBGE
320470;3204708;São Gabriel da Palha;ES;OK_API_IBGE
320480;3204807;São José do Calçado;ES;OK_API_IBGE
320490;3204906;São Mateus;ES;OK_API_IBGE
320495;3204955;São Roque do Canaã;ES;OK_API_IBGE
320500;3205002;Serra;ES;OK_API_IBGE
320501;3205010;Sooretama;ES;OK_API_IBGE
320503;3205036;Vargem Alta;ES;OK_API_IBGE
320506;3205069;Venda Nova do Imigrante;ES;OK_API_IBGE
320510;3205101;Viana;ES;OK_API_IBGE
320515;3205150;Vila Pavão;ES;OK_API_IBGE
320517;3205176;Vila Valério;ES;OK_API_IBGE
320520;3205200;Vila Velha;ES;OK_API_IBGE
320530;3205309;Vitória;ES;OK_API_IBGE
330000;;;RJ;GAP_SEM_CORRESPONDENCIA_API_IBGE
330010;3300100;Angra dos Reis;RJ;OK_API_IBGE
330015;3300159;Aperibé;RJ;OK_API_IBGE
330020;3300209;Araruama;RJ;OK_API_IBGE
330022;3300225;Areal;RJ;OK_API_IBGE
330023;3300233;Armação dos Búzios;RJ;OK_API_IBGE
330025;3300258;Arraial do Cabo;RJ;OK_API_IBGE
330030;3300308;Barra do Piraí;RJ;OK_API_IBGE
330040;3300407;Barra Mansa;RJ;OK_API_IBGE
330045;3300456;Belford Roxo;RJ;OK_API_IBGE
330050;3300506;Bom Jardim;RJ;OK_API_IBGE
330060;3300605;Bom Jesus do Itabapoana;RJ;OK_API_IBGE
330070;3300704;Cabo Frio;RJ;OK_API_IBGE
330080;3300803;Cachoeiras de Macacu;RJ;OK_API_IBGE
330090;3300902;Cambuci;RJ;OK_API_IBGE
330093;3300936;Carapebus;RJ;OK_API_IBGE
330095;3300951;Comendador Levy Gasparian;RJ;OK_API_IBGE
330100;3301009;Campos dos Goytacazes;RJ;OK_API_IBGE
330110;3301108;Cantagalo;RJ;OK_API_IBGE
330115;3301157;Cardoso Moreira;RJ;OK_API_IBGE
